DATE;BP;VPSIZE;VPSIZEMIN;VPSIZEMAX;VPSEQT;DWQT;VDWQT;VPPSEQT;VPXPSEQT;HITRATIO;MISSRATIO;MAX_ASYNC_IO_DLY_MS;SYNC_IO_DLY_MS;MAX_SYNC_IO_DLY_MS;SYNC_IO_S;NON-DCRYPY_RD_MBS;NON_ENCRYP_WRT_MBS;PG_USED_BP_GB;CHG_PG_WRT_GB
06/02/202423:45;BP2;1600;524288;655360;10;30;5;50;50;9510;12;1523;15;2986;120;5;0;9;0
06/02/202423:45;BP23;200;524288;1048576;50;30;1;50;50;9841;9;225;20;3209;0;0;0;0;0
06/02/202423:45;BP24;200;524288;655360;50;30;1;50;50;8644;76;68;29;937;0;0;0;0;0
06/02/202423:45;BP25;200;524288;655360;80;30;5;50;50;7466;782;375;39;3154;4;0;0;0;0
06/02/202423:45;BP26;1000;50000;70000;10;30;1;50;50;9498;407;913;37;1308;2;0;0;1;0
06/02/202423:45;BP27;200;524288;650240;10;30;1;50;50;9093;45;7;22;1226;1;0;0;0;0
06/02/202423:45;BP28;200;524288;2097152;10;30;1;50;50;8772;679;844;30;46982;12;1;0;0;0
06/02/202423:45;BP3;1200;524288;655360;10;30;5;50;50;9715;53;412;32;1101;4;1;0;2;0
06/02/202423:45;BP4;126;290048;330240;10;30;5;50;50;8492;242;228;25;388;0;0;0;0;0
06/02/202423:45;BP44;200;393216;1048576;80;30;1;50;50;9957;0;195;24;104;0;0;0;0;0
06/02/202423:45;BP8;1600;50000;70000;80;30;1;50;50;9841;5;429;33;20960;1;0;0;0;0
07/02/202400:00;BP0;24;60160;80128;10;30;5;50;50;8801;122;238;15;549;2;1;0;0;0
07/02/202400:00;BP1;1600;524288;655360;80;30;5;50;50;9899;53;358;29;717;1;0;0;1;0
07/02/202400:00;BP11;600;1572864;3145728;80;30;1;50;50;9133;107;571;22;985;10;1;0;1;0
07/02/202400:00;BP12;1600;100000;125000;10;30;1;50;50;9092;729;584;37;822;2;0;0;1;0
07/02/202400:00;BP2;1600;524288;655360;10;30;5;50;50;9621;94;1523;23;23603;31;8;0;4;0
07/02/202400:00;BP23;200;524288;1048576;50;30;1;50;50;8812;237;225;29;29238;1;0;0;0;0
07/02/202400:00;BP24;200;524288;655360;50;30;1;50;50;7377;1746;167;42;3539;1;0;0;0;0
07/02/202400:00;BP25;200;524288;655360;80;30;5;50;50;9983;3;158;24;226;0;0;0;0;0
07/02/202400:00;BP26;1000;50000;70000;10;30;1;50;50;8732;162;152;21;730;1;0;0;1;0
07/02/202400:00;BP27;200;524288;650240;10;30;1;50;50;8557;370;9;32;2146;2;0;0;0;0
07/02/202400:00;BP28;200;524288;2097152;10;30;1;50;50;8925;267;171;26;22578;3;0;0;0;0
07/02/202400:00;BP3;1200;524288;655360;10;30;5;50;50;9749;148;2778;33;10517;7;1;0;2;0
07/02/202400:00;BP4;126;290048;330240;10;30;5;50;50;8076;749;127;32;349;0;0;0;0;0
07/02/202400:00;BP8;1600;50000;70000;80;30;1;50;50;8603;531;583;29;71858;97;8;0;2;0
07/02/202400:15;BP0;24;60160;80128;10;30;5;50;50;7634;82;480;15;358;1;0;0;0;0
07/02/202400:15;BP1;1600;524288;655360;80;30;5;50;50;9937;29;538;29;567;1;0;0;1;0
07/02/202400:15;BP11;600;1572864;3145728;80;30;1;50;50;9973;5;325;22;683;1;0;0;1;0
07/02/202400:15;BP12;1600;100000;125000;10;30;1;50;50;9499;35;584;28;822;1;0;0;1;0
07/02/202400:15;BP2;1600;524288;655360;10;30;5;50;50;9751;45;471;27;3571;4;0;0;1;0
07/02/202400:15;BP23;200;524288;1048576;50;30;1;50;50;9821;7;225;16;255;0;0;0;0;0
07/02/202400:15;BP24;200;524288;655360;50;30;1;50;50;8116;482;40;30;296;0;0;0;0;0
07/02/202400:15;BP25;200;524288;655360;80;30;5;50;50;8583;215;13;27;291;0;0;0;0;0
07/02/202400:15;BP26;1000;50000;70000;10;30;1;50;50;7375;444;135;22;223;0;0;0;0;0
07/02/202400:15;BP27;200;524288;650240;10;30;1;50;50;8987;123;2;24;1248;0;0;0;0;0
07/02/202400:15;BP28;200;524288;2097152;10;30;1;50;50;8214;316;57;24;4689;3;0;0;0;0
07/02/202400:15;BP3;1200;524288;655360;10;30;5;50;50;9778;47;412;30;985;4;1;0;2;0
07/02/202400:15;BP4;126;290048;330240;10;30;5;50;50;9056;497;409;31;364;0;0;0;0;0
07/02/202400:15;BP44;200;393216;1048576;80;30;1;50;50;9940;0;0;21;147;0;0;0;0;0
07/02/202400:15;BP8;1600;50000;70000;80;30;1;50;50;9280;705;324;39;808;2;0;0;1;0
07/02/202400:30;BP0;24;60160;80128;10;30;5;50;50;8027;18;127;14;645;3;0;0;0;0
07/02/202400:30;BP1;1600;524288;655360;80;30;5;50;50;9947;26;347;26;567;1;0;0;1;0
07/02/202400:30;BP11;600;1572864;3145728;80;30;1;50;50;9773;23;228;17;1100;19;3;1;1;0
07/02/202400:30;BP12;1600;100000;125000;10;30;1;50;50;9994;7;584;25;1033;1;0;0;1;0
07/02/202400:30;BP2;1600;524288;655360;10;30;5;50;50;9900;13;2215;17;3571;13;1;0;1;0
07/02/202400:30;BP23;200;524288;1048576;50;30;1;50;50;9429;17;225;16;453;0;0;0;0;0
07/02/202400:30;BP24;200;524288;655360;50;30;1;50;50;8207;482;17;30;753;0;0;0;0;0
07/02/202400:30;BP25;200;524288;655360;80;30;5;50;50;9951;7;60;31;1887;0;0;0;0;0
07/02/202400:30;BP26;1000;50000;70000;10;30;1;50;50;8571;319;171;27;165;0;0;0;0;0
07/02/202400:30;BP27;200;524288;650240;10;30;1;50;50;9203;127;0;23;251;0;0;0;0;0
07/02/202400:30;BP28;200;524288;2097152;10;30;1;50;50;8593;295;57;22;463;2;0;0;0;0
07/02/202400:30;BP3;1200;524288;655360;10;30;5;50;50;9231;317;431;26;12968;78;18;4;2;0
07/02/202400:30;BP4;126;290048;330240;10;30;5;50;50;8405;545;179;29;565;0;0;0;0;0
07/02/202400:30;BP44;200;393216;1048576;80;30;1;50;50;9976;0;89;27;131;0;0;0;0;0
07/02/202400:30;BP8;1600;50000;70000;80;30;1;50;50;9979;1;298;14;587;3;0;0;0;0
07/02/202400:45;BP0;24;60160;80128;10;30;5;50;50;9249;9;127;20;645;0;0;0;0;0
07/02/202400:45;BP1;1600;524288;655360;80;30;5;50;50;9951;25;347;27;1138;1;0;0;0;0
07/02/202400:45;BP11;600;1572864;3145728;80;30;1;50;50;9938;6;170;21;361;0;0;0;1;0
07/02/202400:45;BP12;1600;100000;125000;10;30;1;50;50;9852;34;65;28;1249;0;0;0;0;0
07/02/202400:45;BP2;1600;524288;655360;10;30;5;50;50;9781;36;534;26;687;1;0;0;0;0
07/02/202400:45;BP23;200;524288;1048576;50;30;1;50;50;8611;112;4;14;42;0;0;0;0;0
07/02/202400:45;BP24;200;524288;655360;50;30;1;50;50;7912;488;46;31;553;0;0;0;0;0
07/02/202400:45;BP25;200;524288;655360;80;30;5;50;50;9975;3;60;28;212;0;0;0;0;0
07/02/202400:45;BP26;1000;50000;70000;10;30;1;50;50;8824;206;0;29;195;0;0;0;0;0
07/02/202400:45;BP27;200;524288;650240;10;30;1;50;50;9110;102;8;25;815;0;0;0;0;0
07/02/202400:45;BP28;200;524288;2097152;10;30;1;50;50;8546;291;54;21;856;2;0;0;0;0
07/02/202400:45;BP3;1200;524288;655360;10;30;5;50;50;9966;9;412;32;604;2;0;0;1;0
07/02/202400:45;BP4;126;290048;330240;10;30;5;50;50;8838;235;147;26;322;0;0;0;0;0
07/02/202400:45;BP44;200;393216;1048576;80;30;1;50;50;9957;0;94;20;141;0;0;0;0;0
07/02/202400:45;BP8;1600;50000;70000;80;30;1;50;50;9982;5;43;27;587;0;0;0;0;0
07/02/202401:00;BP0;24;60160;80128;10;30;5;50;50;9161;88;226;18;645;0;0;0;0;0
07/02/202401:00;BP1;1600;524288;655360;80;30;5;50;50;9989;5;245;26;1138;0;0;0;0;0
07/02/202401:00;BP11;600;1572864;3145728;80;30;1;50;50;9879;32;146;26;540;0;0;0;0;0
07/02/202401:00;BP12;1600;100000;125000;10;30;1;50;50;9706;97;12;25;350;0;0;0;0;0
07/02/202401:00;BP2;1600;524288;655360;10;30;5;50;50;9998;0;810;27;452;0;0;0;0;0
07/02/202401:00;BP23;200;524288;1048576;50;30;1;50;50;9240;0;4;15;196;0;0;0;0;0
07/02/202401:00;BP24;200;524288;655360;50;30;1;50;50;7861;805;12;31;306;0;0;0;0;0
07/02/202401:00;BP25;200;524288;655360;80;30;5;50;50;9828;19;60;24;168;0;0;0;0;0
07/02/202401:00;BP26;1000;50000;70000;10;30;1;50;50;9998;0;3;22;274;0;0;0;0;0
07/02/202401:00;BP27;200;524288;650240;10;30;1;50;50;8896;186;2;25;589;0;0;0;0;0
07/02/202401:00;BP28;200;524288;2097152;10;30;1;50;50;9005;146;115;21;546;1;0;0;0;0
07/02/202401:00;BP3;1200;524288;655360;10;30;5;50;50;9936;13;408;27;474;1;0;0;1;0
07/02/202401:00;BP4;126;290048;330240;10;30;5;50;50;7163;448;147;28;402;0;0;0;0;0
07/02/202401:00;BP8;1600;50000;70000;80;30;1;50;50;7371;828;64;26;587;0;0;0;0;0
07/02/202401:15;BP0;24;60160;80128;10;30;5;50;50;8973;38;202;16;300;0;0;0;0;0
07/02/202401:15;BP1;1600;524288;655360;80;30;5;50;50;9815;45;245;27;1138;0;0;0;0;0
07/02/202401:15;BP11;600;1572864;3145728;80;30;1;50;50;9858;22;146;30;449;0;0;0;1;0
07/02/202401:15;BP12;1600;100000;125000;10;30;1;50;50;9877;41;9;27;334;0;0;0;0;0
07/02/202401:15;BP2;1600;524288;655360;10;30;5;50;50;9828;35;86;28;452;0;0;0;0;0
07/02/202401:15;BP23;200;524288;1048576;50;30;1;50;50;8992;0;3;13;27;0;0;0;0;0
07/02/202401:15;BP24;200;524288;655360;50;30;1;50;50;7954;434;41;28;234;0;0;0;0;0
07/02/202401:15;BP25;200;524288;655360;80;30;5;50;50;7812;133;43;28;143;0;0;0;0;0
07/02/202401:15;BP26;1000;50000;70000;10;30;1;50;50;5980;354;0;31;164;0;0;0;0;0
07/02/202401:15;BP27;200;524288;650240;10;30;1;50;50;9077;90;4;23;589;0;0;0;0;0
07/02/202401:15;BP28;200;524288;2097152;10;30;1;50;50;8928;132;115;19;551;1;0;0;0;0
07/02/202401:15;BP3;1200;524288;655360;10;30;5;50;50;9993;1;718;29;443;1;0;0;1;0
07/02/202401:15;BP4;126;290048;330240;10;30;5;50;50;8353;243;147;28;397;0;0;0;0;0
07/02/202401:15;BP8;1600;50000;70000;80;30;1;50;50;7225;646;175;31;462;0;0;0;0;0
07/02/202401:30;BP0;24;60160;80128;10;30;5;50;50;9270;19;225;17;300;0;0;0;0;0
07/02/202401:30;BP1;1600;524288;655360;80;30;5;50;50;9765;60;245;30;1240;0;0;0;0;0
07/02/202401:30;BP11;600;1572864;3145728;80;30;1;50;50;9640;47;169;23;450;0;0;0;1;0
07/02/202401:30;BP12;1600;100000;125000;10;30;1;50;50;9800;50;12;26;300;0;0;0;0;0
07/02/202401:30;BP2;1600;524288;655360;10;30;5;50;50;9793;29;81;22;412;0;0;0;0;0
07/02/202401:30;BP23;200;524288;1048576;50;30;1;50;50;9982;0;707;64;362;0;0;3;0;0
07/02/202401:30;BP24;200;524288;655360;50;30;1;50;50;7972;302;138;29;353;0;0;0;0;0
07/02/202401:30;BP25;200;524288;655360;80;30;5;50;50;7701;170;43;24;136;0;0;0;0;0
07/02/202401:30;BP26;1000;50000;70000;10;30;1;50;50;8774;37;0;22;193;0;0;0;0;0
07/02/202401:30;BP27;200;524288;650240;10;30;1;50;50;9047;87;0;22;589;0;0;0;0;0
07/02/202401:30;BP28;200;524288;2097152;10;30;1;50;50;8700;205;115;19;396;1;0;0;0;0
07/02/202401:30;BP3;1200;524288;655360;10;30;5;50;50;9979;5;392;28;443;1;0;0;0;0
07/02/202401:30;BP4;126;290048;330240;10;30;5;50;50;9092;192;147;26;397;0;0;0;0;0
07/02/202401:30;BP8;1600;50000;70000;80;30;1;50;50;9997;1;175;21;462;0;6;0;0;0
07/02/202401:45;BP0;24;60160;80128;10;30;5;50;50;9818;3;225;15;273;1;0;0;0;0
07/02/202401:45;BP1;1600;524288;655360;80;30;5;50;50;9844;121;203;32;3355;0;0;0;0;0
07/02/202401:45;BP11;600;1572864;3145728;80;30;1;50;50;8436;430;146;29;794;0;0;0;1;0
07/02/202401:45;BP12;1600;100000;125000;10;30;1;50;50;9664;56;16;30;184;0;0;0;0;0
07/02/202401:45;BP2;1600;524288;655360;10;30;5;50;50;9820;29;481;27;412;0;0;0;0;0
07/02/202401:45;BP23;200;524288;1048576;50;30;1;50;50;9920;1;361;39;1970;0;0;1;0;0
07/02/202401:45;BP24;200;524288;655360;50;30;1;50;50;8510;316;0;30;196;0;0;0;0;0
07/02/202401:45;BP25;200;524288;655360;80;30;5;50;50;7389;112;0;34;189;0;0;0;0;0
07/02/202401:45;BP26;1000;50000;70000;10;30;1;50;50;8592;66;27;28;448;0;0;0;0;0
07/02/202401:45;BP27;200;524288;650240;10;30;1;50;50;9237;96;2;23;589;0;0;0;0;0
07/02/202401:45;BP28;200;524288;2097152;10;30;1;50;50;8558;247;115;20;322;1;0;0;0;0
07/02/202401:45;BP3;1200;524288;655360;10;30;5;50;50;9508;150;391;33;555;1;0;0;1;0
07/02/202401:45;BP4;126;290048;330240;10;30;5;50;50;9739;52;398;26;397;0;0;0;0;0
07/02/202401:45;BP8;1600;50000;70000;80;30;1;50;50;7699;424;175;28;462;0;0;0;0;0
07/02/202402:00;BP0;24;60160;80128;10;30;5;50;50;9138;39;418;15;326;2;0;0;0;0
07/02/202402:00;BP1;1600;524288;655360;80;30;5;50;50;9892;56;236;31;357;0;0;0;0;0
07/02/202402:00;BP11;600;1572864;3145728;80;30;1;50;50;8345;244;194;29;483;0;0;0;1;0
07/02/202402:00;BP12;1600;100000;125000;10;30;1;50;50;9992;0;489;24;497;0;0;0;0;0
07/02/202402:00;BP2;1600;524288;655360;10;30;5;50;50;9829;26;481;29;487;0;0;0;0;0
07/02/202402:00;BP23;200;524288;1048576;50;30;1;50;50;9929;0;514;35;1970;1;0;1;0;0
07/02/202402:00;BP24;200;524288;655360;50;30;1;50;50;7966;223;40;26;337;0;0;0;0;0
07/02/202402:00;BP25;200;524288;655360;80;30;5;50;50;7982;104;0;26;149;0;0;0;0;0
07/02/202402:00;BP26;1000;50000;70000;10;30;1;50;50;8583;47;63;24;448;0;0;0;0;0
07/02/202402:00;BP27;200;524288;650240;10;30;1;50;50;9677;24;5;22;1276;0;0;0;0;0
07/02/202402:00;BP28;200;524288;2097152;10;30;1;50;50;8680;114;240;18;849;1;0;0;0;0
07/02/202402:00;BP3;1200;524288;655360;10;30;5;50;50;9825;7;2160;15;1095;5;1;0;1;0
07/02/202402:00;BP4;126;290048;330240;10;30;5;50;50;8540;319;168;26;397;0;0;0;0;0
07/02/202402:00;BP8;1600;50000;70000;80;30;1;50;50;9925;29;220;27;656;0;0;0;0;0
07/02/202402:15;BP0;24;60160;80128;10;30;5;50;50;9312;96;225;20;326;0;0;0;0;0
07/02/202402:15;BP1;1600;524288;655360;80;30;5;50;50;9876;52;144;34;454;0;0;0;0;0
07/02/202402:15;BP11;600;1572864;3145728;80;30;1;50;50;7957;2275;194;29;613;0;0;0;1;0
07/02/202402:15;BP12;1600;100000;125000;10;30;1;50;50;9849;9;489;26;497;0;0;0;0;0
07/02/202402:15;BP2;1600;524288;655360;10;30;5;50;50;9895;59;622;32;696;1;0;0;0;0
07/02/202402:15;BP23;200;524288;1048576;50;30;1;50;50;9924;0;514;36;1970;1;0;0;0;0
07/02/202402:15;BP24;200;524288;655360;50;30;1;50;50;7969;338;3;28;337;0;0;0;0;0
07/02/202402:15;BP25;200;524288;655360;80;30;5;50;50;7298;233;12;29;279;0;0;0;0;0
07/02/202402:15;BP26;1000;50000;70000;10;30;1;50;50;8374;44;63;25;448;0;0;0;0;0
07/02/202402:15;BP27;200;524288;650240;10;30;1;50;50;9684;16;5;24;7950;0;0;0;0;0
07/02/202402:15;BP28;200;524288;2097152;10;30;1;50;50;8807;207;240;21;849;1;0;0;0;0
07/02/202402:15;BP3;1200;524288;655360;10;30;5;50;50;9792;60;506;43;47532;1;0;0;0;0
07/02/202402:15;BP4;126;290048;330240;10;30;5;50;50;9715;80;348;29;346;0;0;0;0;0
07/02/202402:15;BP8;1600;50000;70000;80;30;1;50;50;8108;91;220;19;696;1;0;0;0;0
07/02/202402:30;BP0;24;60160;80128;10;30;5;50;50;9691;32;225;17;326;1;0;0;0;0
07/02/202402:30;BP1;1600;524288;655360;80;30;5;50;50;9870;61;212;36;790;0;0;0;0;0
07/02/202402:30;BP11;600;1572864;3145728;80;30;1;50;50;9968;6;60;29;520;0;0;0;1;0
07/02/202402:30;BP12;1600;100000;125000;10;30;1;50;50;9700;8;489;32;3215;0;0;0;0;0
07/02/202402:30;BP2;1600;524288;655360;10;30;5;50;50;9558;46;481;31;605;0;0;0;0;0
07/02/202402:30;BP23;200;524288;1048576;50;30;1;50;50;9755;8;5566;41;1970;2;0;3;0;0
07/02/202402:30;BP24;200;524288;655360;50;30;1;50;50;8083;464;47;29;337;0;0;0;0;0
07/02/202402:30;BP25;200;524288;655360;80;30;5;50;50;7437;219;3;30;153;0;0;0;0;0
07/02/202402:30;BP26;1000;50000;70000;10;30;1;50;50;8478;35;63;25;448;0;0;0;0;0
07/02/202402:30;BP27;200;524288;650240;10;30;1;50;50;9212;8;13;23;7950;1;0;0;0;0
07/02/202402:30;BP28;200;524288;2097152;10;30;1;50;50;8944;138;240;19;849;1;0;0;0;0
07/02/202402:30;BP3;1200;524288;655360;10;30;5;50;50;9657;114;506;37;47532;1;0;0;0;0
07/02/202402:30;BP4;126;290048;330240;10;30;5;50;50;8245;13;768;38;1724;1;0;0;0;0
07/02/202402:30;BP8;1600;50000;70000;80;30;1;50;50;9436;35;220;25;20353;1;0;0;0;0
07/02/202402:45;BP0;24;60160;80128;10;30;5;50;50;9584;11;110;16;326;0;0;0;0;0
07/02/202402:45;BP1;1600;524288;655360;80;30;5;50;50;9977;5;346;32;563;0;0;6;0;0
07/02/202402:45;BP11;600;1572864;3145728;80;30;1;50;50;9973;1;60;24;299;0;0;0;1;0
07/02/202402:45;BP12;1600;100000;125000;10;30;1;50;50;9844;5;489;31;3215;0;0;0;0;0
07/02/202402:45;BP2;1600;524288;655360;10;30;5;50;50;9997;0;914;21;531;1;0;0;0;0
07/02/202402:45;BP23;200;524288;1048576;50;30;1;50;50;3757;4961;75;35;1970;7;1;0;0;0
07/02/202402:45;BP24;200;524288;655360;50;30;1;50;50;8011;180;44;33;337;0;0;0;0;0
07/02/202402:45;BP25;200;524288;655360;80;30;5;50;50;6885;298;0;24;293;0;0;0;0;0
07/02/202402:45;BP26;1000;50000;70000;10;30;1;50;50;9972;12;270;26;955;4;1;0;0;0
07/02/202402:45;BP27;200;524288;650240;10;30;1;50;50;8707;3;20;24;7950;3;0;0;0;0
07/02/202402:45;BP28;200;524288;2097152;10;30;1;50;50;8481;128;240;24;2539;1;0;0;0;0
07/02/202402:45;BP3;1200;524288;655360;10;30;5;50;50;9849;36;506;27;758;1;0;0;0;0
07/02/202402:45;BP4;126;290048;330240;10;30;5;50;50;9025;17;768;37;1724;1;0;0;0;0
07/02/202402:45;BP8;1600;50000;70000;80;30;1;50;50;9850;2;267;20;20353;2;3;3;0;0
07/02/202403:00;BP0;24;60160;80128;10;30;5;50;50;9348;32;220;14;333;3;1;0;0;0
07/02/202403:00;BP1;1600;524288;655360;80;30;5;50;50;9989;1;754;32;2053;1;2;31;0;0
07/02/202403:00;BP11;600;1572864;3145728;80;30;1;50;50;9973;5;60;32;327;0;0;0;0;0
07/02/202403:00;BP12;1600;100000;125000;10;30;1;50;50;9678;238;489;36;3215;1;0;0;0;0
07/02/202403:00;BP2;1600;524288;655360;10;30;5;50;50;9892;15;2025;22;1110;5;0;1;0;0
07/02/202403:00;BP23;200;524288;1048576;50;30;1;50;50;9980;6;746;56;978;0;0;2;0;0
07/02/202403:00;BP24;200;524288;655360;50;30;1;50;50;6246;482;411;20;5768;54;2;0;0;0
07/02/202403:00;BP25;200;524288;655360;80;30;5;50;50;5010;1742;26;40;661;0;0;0;0;0
07/02/202403:00;BP26;1000;50000;70000;10;30;1;50;50;9181;548;63;39;309;0;0;0;0;0
07/02/202403:00;BP27;200;524288;650240;10;30;1;50;50;9583;22;44;17;138982;61;2;0;0;0
07/02/202403:00;BP28;200;524288;2097152;10;30;1;50;50;8751;1014;240;42;2539;1;0;0;0;0
07/02/202403:00;BP3;1200;524288;655360;10;30;5;50;50;9857;66;510;33;758;1;0;0;0;0
07/02/202403:00;BP4;126;290048;330240;10;30;5;50;50;9045;7;768;37;1724;1;0;0;0;0
07/02/202403:00;BP7;200;524288;650240;99;90;85;50;0;9979;0;2456;13;1062;0;0;0;0;0
07/02/202403:00;BP8;1600;50000;70000;80;30;1;50;50;8697;94;220;18;20353;11;1;1;0;0
07/02/202403:15;BP0;24;60160;80128;10;30;5;50;50;9318;6;220;13;424;3;0;0;0;0
07/02/202403:15;BP1;1600;524288;655360;80;30;5;50;50;9989;0;686;31;811;2;0;72;0;0
07/02/202403:15;BP11;600;1572864;3145728;80;30;1;50;50;9980;1;60;27;444;0;0;0;0;0
07/02/202403:15;BP12;1600;100000;125000;10;30;1;50;50;9117;434;394;26;3215;3;0;0;0;0
07/02/202403:15;BP2;1600;524288;655360;10;30;5;50;50;9945;31;2025;32;272819;16;1;0;0;0
07/02/202403:15;BP23;200;524288;1048576;50;30;1;50;50;9159;0;0;17;101;0;0;0;0;0
07/02/202403:15;BP24;200;524288;655360;50;30;1;50;50;7792;97;226;15;1032;23;1;0;0;0
07/02/202403:15;BP25;200;524288;655360;80;30;5;50;50;8229;101;0;29;293;0;0;0;0;0
07/02/202403:15;BP27;200;524288;650240;10;30;1;50;50;9639;2;429;13;1447;36;1;0;0;0
07/02/202403:15;BP28;200;524288;2097152;10;30;1;50;50;9427;35;40;28;428;0;0;0;0;0
07/02/202403:15;BP3;1200;524288;655360;10;30;5;50;50;9692;116;769;33;2134;2;0;0;0;0
07/02/202403:15;BP4;126;290048;330240;10;30;5;50;50;9925;1;768;36;1724;1;0;0;0;0
07/02/202403:15;BP7;200;524288;650240;99;90;85;50;0;9979;0;2456;13;1062;0;0;0;0;0
07/02/202403:15;BP8;1600;50000;70000;80;30;1;50;50;8989;597;463;27;20353;2;1;0;0;0
07/02/202403:30;BP0;24;60160;80128;10;30;5;50;50;9727;4;220;14;289;2;0;0;0;0
07/02/202403:30;BP1;1600;524288;655360;80;30;5;50;50;9971;3;527;24;703;8;3;97;0;0
07/02/202403:30;BP11;600;1572864;3145728;80;30;1;50;50;9950;165;426;28;628;1;20;0;1;0
07/02/202403:30;BP12;1600;100000;125000;10;30;1;50;50;9540;305;810;22;2175;20;11;0;1;0
07/02/202403:30;BP2;1600;524288;655360;10;30;5;50;50;9769;104;2025;33;272819;29;18;2;5;0
07/02/202403:30;BP23;200;524288;1048576;50;30;1;50;50;9987;6;154;41;484;0;0;0;0;0
07/02/202403:30;BP24;200;524288;655360;50;30;1;50;50;7125;141;164;14;1032;15;1;0;0;0
07/02/202403:30;BP25;200;524288;655360;80;30;5;50;50;5213;277;0;25;293;0;0;0;0;0
07/02/202403:30;BP26;1000;50000;70000;10;30;1;50;50;8460;0;0;21;73;0;0;0;0;0
07/02/202403:30;BP27;200;524288;650240;10;30;1;50;50;9642;14;108;13;1447;20;1;0;0;0
07/02/202403:30;BP28;200;524288;2097152;10;30;1;50;50;9266;128;40;28;314;0;0;0;0;0
07/02/202403:30;BP3;1200;524288;655360;10;30;5;50;50;9655;146;663;27;2620;10;5;8;1;0
07/02/202403:30;BP4;126;290048;330240;10;30;5;50;50;7817;627;768;21;4107;193;15;1;1;0
07/02/202403:30;BP7;200;524288;650240;99;90;85;50;0;9979;0;2456;13;1062;0;0;0;0;0
07/02/202403:30;BP8;1600;50000;70000;80;30;1;50;50;9799;69;3335;24;20353;85;24;0;5;0
07/02/202403:45;BP0;24;60160;80128;10;30;5;50;50;8382;15;220;15;233;3;0;0;0;0
07/02/202403:45;BP1;1600;524288;655360;80;30;5;50;50;9979;1;902;39;26837;4;0;69;0;0
07/02/202403:45;BP11;600;1572864;3145728;80;30;1;50;50;9371;168;176;20;437;5;5;0;1;0
07/02/202403:45;BP12;1600;100000;125000;10;30;1;50;50;9663;73;2068;19;1660;8;4;0;1;0
07/02/202403:45;BP2;1600;524288;655360;10;30;5;50;50;9896;37;2025;26;272819;24;3;17;9;0
07/02/202403:45;BP23;200;524288;1048576;50;30;1;50;50;1159;1594;0;66;159;0;0;0;0;0
07/02/202403:45;BP24;200;524288;655360;50;30;1;50;50;6983;248;4;28;385;0;0;0;0;0
07/02/202403:45;BP25;200;524288;655360;80;30;5;50;50;7844;182;0;28;293;0;0;0;0;0
07/02/202403:45;BP26;1000;50000;70000;10;30;1;50;50;7536;152;0;55;265;0;0;0;0;0
07/02/202403:45;BP27;200;524288;650240;10;30;1;50;50;8734;108;7;21;529;0;0;0;0;0
07/02/202403:45;BP28;200;524288;2097152;10;30;1;50;50;9704;24;267;21;314;0;0;0;0;0
07/02/202403:45;BP3;1200;524288;655360;10;30;5;50;50;9872;291;862;28;1364;1;3;1;0;0
07/02/202403:45;BP4;126;290048;330240;10;30;5;50;50;7921;157;765;16;14485;503;54;1;2;0
07/02/202403:45;BP7;200;524288;650240;99;90;85;50;0;9979;0;2456;13;1062;0;0;0;0;0
07/02/202403:45;BP8;1600;50000;70000;80;30;1;50;50;9956;9;833;22;29293;62;37;5;12;0
07/02/202404:00;BP0;24;60160;80128;10;30;5;50;50;9571;24;677;15;777;3;1;0;0;0
07/02/202404:00;BP1;1600;524288;655360;80;30;5;50;50;9991;3;452;30;576;1;58;12;3;0
07/02/202404:00;BP11;600;1572864;3145728;80;30;1;50;50;9974;5;116;20;432;1;1;1;2;0
07/02/202404:00;BP12;1600;100000;125000;10;30;1;50;50;9980;3;810;22;1392;1;0;0;0;0
07/02/202404:00;BP2;1600;524288;655360;10;30;5;50;50;9982;4;2025;23;272819;5;21;0;2;0
07/02/202404:00;BP23;200;524288;1048576;50;30;1;50;50;9192;43;0;16;159;0;0;0;0;0
07/02/202404:00;BP24;200;524288;655360;50;30;1;50;50;7507;138;113;26;425;0;0;0;0;0
07/02/202404:00;BP25;200;524288;655360;80;30;5;50;50;6636;204;0;30;472;0;0;0;0;0
07/02/202404:00;BP26;1000;50000;70000;10;30;1;50;50;6053;178;18;24;529;0;0;0;0;0
07/02/202404:00;BP27;200;524288;650240;10;30;1;50;50;9210;25;27;22;529;0;0;0;0;0
07/02/202404:00;BP28;200;524288;2097152;10;30;1;50;50;9878;8;68;28;713;0;0;0;0;0
07/02/202404:00;BP3;1200;524288;655360;10;30;5;50;50;9922;41;1337;39;115008;1;1;0;0;0
07/02/202404:00;BP4;126;290048;330240;10;30;5;50;50;6838;191;450;15;5694;531;39;0;2;0
07/02/202404:00;BP47;156;204800;819200;10;30;1;50;50;7647;0;295;112;525;0;0;0;0;0
07/02/202404:00;BP7;200;524288;650240;99;90;85;50;0;9867;1;2456;14;1062;41;76;77;2;0
07/02/202404:00;BP8;1600;50000;70000;80;30;1;50;50;9534;38;713;17;2584;75;11;1;14;0
07/02/202404:15;BP0;24;60160;80128;10;30;5;50;50;9880;3;677;16;777;1;0;0;0;0
07/02/202404:15;BP1;1600;524288;655360;80;30;5;50;50;9876;5;1205;16;279067;9;12;21;3;0
